Fecha contable;Fecha de emisión;Tipo de comprobante;Nro. Comprobante;Cód. condición de compra;Condición de compra;Codigo Proveedor;Razón social;Nombre provincia;Cód. Artículo;Descripción;Código de concepto;Concepto;Cantidad;Precio unitario;Importe;
27/05/2022;27/05/2022;N/C;A0001000018525;10;CHEQUE 15 DIAS;772;HYDRO EXTRUSION ARGENTINA S A -;Buenos Aires;114303;ANTICIPO DE BIENES;0;SIN CONCEPTO;-1,00;202.172,24;-202.172,24;
27/05/2022;27/05/2022;N/C;A0001000018526;10;CHEQUE 15 DIAS;772;HYDRO EXTRUSION ARGENTINA S A -;Buenos Aires;114303;ANTICIPO DE BIENES;0;SIN CONCEPTO;-1,00;143.904,48;-143.904,48;
27/05/2022;27/05/2022;N/C;A0001000018527;10;CHEQUE 15 DIAS;772;HYDRO EXTRUSION ARGENTINA S A -;Buenos Aires;114303;ANTICIPO DE BIENES;0;SIN CONCEPTO;-1,00;804.820,62;-804.820,62;
27/05/2022;27/05/2022;N/C;A0001000018530;10;CHEQUE 15 DIAS;772;HYDRO EXTRUSION ARGENTINA S A -;Buenos Aires;114303;ANTICIPO DE BIENES;0;SIN CONCEPTO;-1,00;42.812,55;-42.812,55;
27/05/2022;27/05/2022;N/C;A0001000018531;10;CHEQUE 15 DIAS;772;HYDRO EXTRUSION ARGENTINA S A -;Buenos Aires;114303;ANTICIPO DE BIENES;0;SIN CONCEPTO;-1,00;86.085,45;-86.085,45;
27/05/2022;27/05/2022;FAC;A0001000154616;10;CHEQUE 15 DIAS;772;HYDRO EXTRUSION ARGENTINA S A -;Buenos Aires;115207;TRAB.DE 3ROS.PINTURA ;0;SIN CONCEPTO;1,00;6.161,47;6.161,47;
27/05/2022;27/05/2022;FAC;A0001000154617;10;CHEQUE 15 DIAS;772;HYDRO EXTRUSION ARGENTINA S A -;Buenos Aires;115207;TRAB.DE 3ROS.PINTURA ;0;SIN CONCEPTO;1,00;208.630,24;208.630,24;
27/05/2022;27/05/2022;FAC;A0001000154598;10;CHEQUE 15 DIAS;772;HYDRO EXTRUSION ARGENTINA S A -;Buenos Aires;116101;ALUMINIO;0;SIN CONCEPTO;1,00;625.520,28;625.520,28;
27/05/2022;27/05/2022;FAC;A0001000154599;10;CHEQUE 15 DIAS;772;HYDRO EXTRUSION ARGENTINA S A -;Buenos Aires;116101;ALUMINIO;0;SIN CONCEPTO;1,00;76.014,06;76.014,06;
27/05/2022;27/05/2022;FAC;A0001000154600;10;CHEQUE 15 DIAS;772;HYDRO EXTRUSION ARGENTINA S A -;Buenos Aires;116101;ALUMINIO;0;SIN CONCEPTO;1,00;52.803,66;52.803,66;
27/05/2022;27/05/2022;FAC;A0001000154601;10;CHEQUE 15 DIAS;772;HYDRO EXTRUSION ARGENTINA S A -;Buenos Aires;116101;ALUMINIO;0;SIN CONCEPTO;1,00;336.550,80;336.550,80;
27/05/2022;27/05/2022;FAC;A0001000154602;10;CHEQUE 15 DIAS;772;HYDRO EXTRUSION ARGENTINA S A -;Buenos Aires;116101;ALUMINIO;0;SIN CONCEPTO;1,00;66.729,90;66.729,90;
27/05/2022;27/05/2022;FAC;A0001000154603;10;CHEQUE 15 DIAS;772;HYDRO EXTRUSION ARGENTINA S A -;Buenos Aires;116101;ALUMINIO;0;SIN CONCEPTO;1,00;202.172,24;202.172,24;
27/05/2022;27/05/2022;FAC;A0001000154604;10;CHEQUE 15 DIAS;772;HYDRO EXTRUSION ARGENTINA S A -;Buenos Aires;116101;ALUMINIO;0;SIN CONCEPTO;1,00;143.904,48;143.904,48;
27/05/2022;27/05/2022;FAC;A0001000154605;10;CHEQUE 15 DIAS;772;HYDRO EXTRUSION ARGENTINA S A -;Buenos Aires;116101;ALUMINIO;0;SIN CONCEPTO;1,00;804.820,62;804.820,62;
27/05/2022;27/05/2022;FAC;A0001000154622;10;CHEQUE 15 DIAS;772;HYDRO EXTRUSION ARGENTINA S A -;Buenos Aires;116101;ALUMINIO;0;SIN CONCEPTO;1,00;42.812,55;42.812,55;
27/05/2022;27/05/2022;FAC;A0001000154623;10;CHEQUE 15 DIAS;772;HYDRO EXTRUSION ARGENTINA S A -;Buenos Aires;116101;ALUMINIO;0;SIN CONCEPTO;1,00;86.085,45;86.085,45;
27/05/2022;27/05/2022;FAC;A0875100125730;14;CHEQUE 30 DIAS;281;HILTI ARGENTINA S.R.L. -;Buenos Aires;116103;ACCESORIOS;0;SIN CONCEPTO;1,00;54.909,49;54.909,49;
27/05/2022;27/05/2022;FAC;A0875100125731;14;CHEQUE 30 DIAS;281;HILTI ARGENTINA S.R.L. -;Buenos Aires;116103;ACCESORIOS;0;SIN CONCEPTO;1,00;248.363,25;248.363,25;
27/05/2022;27/05/2022;FAC;A0000300042648;14;CHEQUE 30 DIAS;2587;BULON SUR SRL -;Buenos Aires;116105;BULONERIA Y TORNILLERIA;0;SIN CONCEPTO;1,00;25.704,00;25.704,00;
27/05/2022;27/05/2022;FAC;A0002300212071;14;CHEQUE 30 DIAS;70;FISCHER ARGENTINA S.A. -;Capital Federal;116105;BULONERIA Y TORNILLERIA;0;SIN CONCEPTO;1,00;13.286,57;13.286,56;
27/05/2022;27/05/2022;FAC;A0000000000048;1;CONTADO;999910;FONDO FIJO;Buenos Aires;0;SIN ARTICULO;246;VIATICOS OFICINA TECNICA;0,00;8.350,00;8.350,00;
27/05/2022;27/05/2022;FAC;A0000200000238;2;TRANSFERENCIA;4248;VOIAR S.A.;Buenos Aires;0;SIN ARTICULO;238;MAN.MAQUINAS Y HERRAMIEN;0,00;26.000,00;26.000,00;
27/05/2022;27/05/2022;FAC;A0000200004712;7;CHEQUE 7 DIAS;2686;TRACKER GROUP S.R.L -;Buenos Aires;0;SIN ARTICULO;263;FLETES A OBRAS;0,00;48.900,00;48.900,00;
27/05/2022;27/05/2022;FAC;A0000300134895;4;CHEQUE AL DIA;2594;Lufran S.A. -;Buenos Aires;0;SIN ARTICULO;312;ATENCIONES AL PERSONAL;0,00;26.214,88;26.214,88;
27/05/2022;27/05/2022;FAC;A0000500000524;1;CONTADO;2474;FERRO GASTRONOMIA de Ferro Victor Ramon;Buenos Aires;0;SIN ARTICULO;312;ATENCIONES AL PERSONAL;0,00;4.404,96;4.404,96;
27/05/2022;27/05/2022;FAC;A0000500013236;2;TRANSFERENCIA;3768;OSVALDO MATIAS MARZANO;Buenos Aires;0;SIN ARTICULO;251;INDUMENTARIA DE TRABAJO;0,00;9.508,80;9.508,80;
27/05/2022;27/05/2022;FAC;A0000800039923;14;CHEQUE 30 DIAS;3355;BRENNTAG ARGENTINA S.A. -;Buenos Aires;0;SIN ARTICULO;309;ART.DE LIMPIEZA/ALMACÉN;0,00;128.962,80;128.962,80;
27/05/2022;27/05/2022;FAC;A0001500018486;10;CHEQUE 15 DIAS;4256;LIBRERIA PELUFFO SRL;Capital Federal;0;SIN ARTICULO;307;LIBRERIA Y PAPELERIA;0,00;13.990,00;13.990,00;
28/05/2022;28/05/2022;FAC;A0095500097769;2;TRANSFERENCIA;46;TELEFONICA DE ARGENTINA S.A. -;Capital Federal;0;SIN ARTICULO;317;TELEFONO ADMINISTRACION;0,00;1.052,43;1.052,43;
28/05/2022;28/05/2022;FAC;A0095500097769;2;TRANSFERENCIA;46;TELEFONICA DE ARGENTINA S.A. -;Capital Federal;0;SIN ARTICULO;317;TELEFONO ADMINISTRACION;0,00;3.408,00;3.408,00;
28/05/2022;28/05/2022;FAC;A0251200046305;2;TRANSFERENCIA;2608;TELEFONICA MOVILES ARGENTINA S.A.;Buenos Aires;0;SIN ARTICULO;319;TELEFONIA MOVIL ADMIN;0,00;974,09;974,09;
29/05/2022;29/05/2022;FAC;C0000200000043;2;TRANSFERENCIA;2033;JORGE J. CURCI;Buenos Aires;0;SIN ARTICULO;304;HONORARIOS CONSULTORÍA;0,00;80.000,00;80.000,00;
30/05/2022;30/05/2022;FAC;A0000200000405;10;CHEQUE 15 DIAS;2871;ALUPAL ABERTURAS SA;Buenos Aires;115219;TRAB.DE 3ROS.CARPINTERÍA ;0;SIN CONCEPTO;1,00;92.010,00;92.010,00;
30/05/2022;30/05/2022;FAC;A0000300016863;2;TRANSFERENCIA;2158;LASERTEC INGENIERIA S. A. -;Buenos Aires;115223;TRAB.DE 3ROS.HERRERÍA ;0;SIN CONCEPTO;1,00;166.299,63;166.299,63;
30/05/2022;30/05/2022;FAC;A0000300168773;14;CHEQUE 30 DIAS;1054;CUTRONE ANDRES MAURICIO;Buenos Aires;116103;ACCESORIOS;0;SIN CONCEPTO;1,00;27.840,00;27.840,00;
30/05/2022;30/05/2022;FAC;A0875100125778;14;CHEQUE 30 DIAS;281;HILTI ARGENTINA S.R.L. -;Buenos Aires;116103;ACCESORIOS;0;SIN CONCEPTO;1,00;26.659,65;26.659,65;
30/05/2022;30/05/2022;N/C;A0008500002077;14;CHEQUE 30 DIAS;281;HILTI ARGENTINA S.R.L. -;Buenos Aires;116103;ACCESORIOS;0;SIN CONCEPTO;-1,00;1.033.122,36;-1.033.122,36;
30/05/2022;30/05/2022;FAC;A0000200006679;14;CHEQUE 30 DIAS;3506;AUTOELEVADORES DEL SUR SRL -;Buenos Aires;0;SIN ARTICULO;238;MAN.MAQUINAS Y HERRAMIEN;0,00;17.518,40;17.518,40;
30/05/2022;30/05/2022;FAC;A0000500013271;14;CHEQUE 30 DIAS;3768;OSVALDO MATIAS MARZANO;Buenos Aires;0;SIN ARTICULO;251;INDUMENTARIA DE TRABAJO;0,00;38.035,20;38.035,20;
30/05/2022;30/05/2022;FAC;A0000600034617;2;TRANSFERENCIA;2951;TOWEBS DE VIRTUCOM NETWORKS SA;Buenos Aires;0;SIN ARTICULO;355;PAGINA WEB;0,00;818,18;818,18;
30/05/2022;30/05/2022;FAC;A0000800169233;10;CHEQUE 15 DIAS;75;SIN PAR S.A. -;Buenos Aires;0;SIN ARTICULO;290;MAQUINAS Y HERRAMIENTAS MENORE;0,00;8.922,49;8.922,49;
30/05/2022;30/05/2022;FAC;A0001000018097;10;CHEQUE 15 DIAS;848;MATAFUEGOS FIRE SRL -;Buenos Aires;0;SIN ARTICULO;249;ELEMENTOS DE SEGURIDAD;0,00;27.837,60;27.837,60;
30/05/2022;30/05/2022;FAC;C0000200000072;14;CHEQUE 30 DIAS;3523;MASSARI RUBEN ADOLFO;Buenos Aires;0;SIN ARTICULO;363;GTOS.REPRESENTACION Y VIATICOS;0,00;250.000,00;250.000,00;
30/05/2022;30/05/2022;FAC;C0000200000388;2;TRANSFERENCIA;2665;MARCOS MARIEL LORENA;Capital Federal;0;SIN ARTICULO;313;SELECCIÓN DE PERSONAL;0,00;11.000,00;11.000,00;
31/05/2022;31/05/2022;FAC;A0000300016864;2;TRANSFERENCIA;2158;LASERTEC INGENIERIA S. A. -;Buenos Aires;115201;TRAB.DE 3ROS.CORTE ;0;SIN CONCEPTO;1,00;1.461.586,25;1.461.586,25;
31/05/2022;31/05/2022;FAC;A0875100125848;14;CHEQUE 30 DIAS;281;HILTI ARGENTINA S.R.L. -;Buenos Aires;116103;ACCESORIOS;0;SIN CONCEPTO;1,00;175.093,39;175.093,39;
31/05/2022;31/05/2022;N/C;A0875100008445;14;CHEQUE 30 DIAS;281;HILTI ARGENTINA S.R.L. -;Buenos Aires;116103;ACCESORIOS;0;SIN CONCEPTO;-1,00;27.388,70;-27.388,70;
31/05/2022;31/05/2022;N/C;A0875100008446;14;CHEQUE 30 DIAS;281;HILTI ARGENTINA S.R.L. -;Buenos Aires;116103;ACCESORIOS;0;SIN CONCEPTO;-1,00;13.720,37;-13.720,37;
31/05/2022;31/05/2022;FAC;A0000131052022;2;TRANSFERENCIA;3327;BANCO SANTANDER RIO CTA CTE;Buenos Aires;0;SIN ARTICULO;323;COMISION BANCARIA;0,00;98,62;98,62;
31/05/2022;31/05/2022;FAC;A0000131052022;2;TRANSFERENCIA;3327;BANCO SANTANDER RIO CTA CTE;Buenos Aires;0;SIN ARTICULO;323;COMISION BANCARIA;0,00;5.221,41;5.221,41;
31/05/2022;31/05/2022;FAC;A0000131052022;2;TRANSFERENCIA;3327;BANCO SANTANDER RIO CTA CTE;Buenos Aires;0;SIN ARTICULO;323;COMISION BANCARIA;0,00;12.452,50;12.452,50;
31/05/2022;31/05/2022;FAC;A0000200000525;2;TRANSFERENCIA;3650;SENIOR SELECTION S.A -;Buenos Aires;0;SIN ARTICULO;313;SELECCIÓN DE PERSONAL;0,00;219.277,50;219.277,50;
31/05/2022;31/05/2022;FAC;A0000200003121;14;CHEQUE 30 DIAS;3503;EMBALAJES TRIOPACK DE ROSSETTI ARIEL NELSON -;Buenos Aires;0;SIN ARTICULO;247;EMBALAJES INSUMOS;0,00;54.900,00;54.900,00;
31/05/2022;31/05/2022;FAC;A0000231052022;2;TRANSFERENCIA;1100;BANCO DE LA PROVINCIA DE BUENOS AIRES;Buenos Aires;0;SIN ARTICULO;323;COMISION BANCARIA;0,00;29.802,58;29.802,58;
31/05/2022;31/05/2022;FAC;A0000300000828;11;CHEQUE 20 DIAS;280;VEGA PABLO DANIEL;Buenos Aires;0;SIN ARTICULO;265;FLETES PRODUCCION;0,00;105.000,00;105.000,00;
31/05/2022;31/05/2022;FAC;A0000300000829;11;CHEQUE 20 DIAS;280;VEGA PABLO DANIEL;Buenos Aires;0;SIN ARTICULO;265;FLETES PRODUCCION;0,00;108.000,00;108.000,00;
31/05/2022;31/05/2022;FAC;A0000300000830;11;CHEQUE 20 DIAS;280;VEGA PABLO DANIEL;Buenos Aires;0;SIN ARTICULO;265;FLETES PRODUCCION;0,00;6.000,00;6.000,00;
31/05/2022;31/05/2022;FAC;A0000300000831;11;CHEQUE 20 DIAS;280;VEGA PABLO DANIEL;Buenos Aires;0;SIN ARTICULO;265;FLETES PRODUCCION;0,00;10.000,00;10.000,00;
31/05/2022;31/05/2022;FAC;A0000300019804;2;TRANSFERENCIA;3517;GESTION INTEGRAL ADUANERA S.A.;Buenos Aires;0;SIN ARTICULO;370;HONORARIOS POR IMPORTACION;0,00;22.000,00;22.000,00;
31/05/2022;31/05/2022;FAC;A0000300019804;2;TRANSFERENCIA;3517;GESTION INTEGRAL ADUANERA S.A.;Buenos Aires;0;SIN ARTICULO;4;ANTICIPO GASTOS COMEX;0,00;88.141,03;88.141,03;
31/05/2022;31/05/2022;FAC;A0000300019805;2;TRANSFERENCIA;3517;GESTION INTEGRAL ADUANERA S.A.;Buenos Aires;0;SIN ARTICULO;370;HONORARIOS POR IMPORTACION;0,00;25.212,00;25.212,00;
31/05/2022;31/05/2022;FAC;A0000331052022;2;TRANSFERENCIA;1101;BBVA BANCO FRANCES S.A.;Buenos Aires;0;SIN ARTICULO;323;COMISION BANCARIA;0,00;3.850,00;3.850,00;
31/05/2022;31/05/2022;FAC;A0000500105606;11;CHEQUE 20 DIAS;4290;RANDSTAD ARGENTINA S.A.;Buenos Aires;0;SIN ARTICULO;254;SERVICIOS PERSONAL EVENTUAL FA;0,00;34.667,82;34.667,82;
31/05/2022;31/05/2022;FAC;A0000700022881;14;CHEQUE 30 DIAS;4281;PRONOR SRL;Capital Federal;0;SIN ARTICULO;249;ELEMENTOS DE SEGURIDAD;0,00;36.887,40;36.887,40;
31/05/2022;31/05/2022;FAC;A0000800003505;2;TRANSFERENCIA;4417;D A M E G  S.R.L.;Neuquén;0;SIN ARTICULO;312;ATENCIONES AL PERSONAL;0,00;12.895,44;12.895,44;
31/05/2022;31/05/2022;FAC;A0001000000381;2;TRANSFERENCIA;2021;SOS INFORMATIQUE de Daniel Norberto Grosso;Buenos Aires;0;SIN ARTICULO;303;HONORARIOS SISTEMAS;0,00;25.092,67;25.092,67;
31/05/2022;31/05/2022;FAC;A0420300000170;1;CONTADO;876;DEHEZA S.A.I.C.F.E.I;Buenos Aires;0;SIN ARTICULO;246;VIATICOS OFICINA TECNICA;0,00;1.708,81;1.708,81;
31/05/2022;31/05/2022;FAC;C0000200000079;2;TRANSFERENCIA;2791;JUAN MANUEL ETCHEPARE -;Capital Federal;0;SIN ARTICULO;313;SELECCIÓN DE PERSONAL;0,00;3.600,00;3.600,00;
31/05/2022;31/05/2022;FAC;C0000200000151;2;TRANSFERENCIA;2656;Storani Marcelo Pablo;Buenos Aires;0;SIN ARTICULO;238;MAN.MAQUINAS Y HERRAMIEN;0,00;92.850,00;92.850,00;
01/06/2022;23/05/2022;FAC;A0000300007136;14;CHEQUE 30 DIAS;212;PERFIGOM S.R.L. -;Buenos Aires;114303;ANTICIPO DE BIENES;0;SIN CONCEPTO;1,00;1.348.938,00;1.348.938,00;
01/06/2022;23/05/2022;FAC;A0000300007137;14;CHEQUE 30 DIAS;212;PERFIGOM S.R.L. -;Buenos Aires;114303;ANTICIPO DE BIENES;0;SIN CONCEPTO;1,00;2.575.395,00;2.575.395,00;
01/06/2022;01/06/2022;N/C;A0000700082360;7;CHEQUE 7 DIAS;232;ALCEMAR S A;Buenos Aires;114303;ANTICIPO DE BIENES;0;SIN CONCEPTO;-1,00;158.370,24;-158.370,24;
01/06/2022;01/06/2022;N/C;A0000700082361;7;CHEQUE 7 DIAS;232;ALCEMAR S A;Buenos Aires;114303;ANTICIPO DE BIENES;0;SIN CONCEPTO;-1,00;148.472,10;-148.472,10;
01/06/2022;01/06/2022;N/C;A0001000018574;10;CHEQUE 15 DIAS;772;HYDRO EXTRUSION ARGENTINA S A -;Buenos Aires;114303;ANTICIPO DE BIENES;0;SIN CONCEPTO;-1,00;63.828,60;-63.828,60;
01/06/2022;24/05/2022;NIC;A0000150693506;2;TRANSFERENCIA;3415;SENASA;Buenos Aires;114305;ANTICIPOS GASTOS COMEX;0;SIN CONCEPTO;-1,00;240,00;-240,00;
01/06/2022;24/05/2022;NIC;A0000150693507;2;TRANSFERENCIA;3415;SENASA;Buenos Aires;114305;ANTICIPOS GASTOS COMEX;0;SIN CONCEPTO;-1,00;1.314,42;-1.314,42;
01/06/2022;30/05/2022;NIC;A0000300546113;2;TRANSFERENCIA;3000;ADMINISTRATIVE PRCESSING CENTER S.A.;Capital Federal;114305;ANTICIPOS GASTOS COMEX;0;SIN CONCEPTO;-1,00;357,14;-357,14;
01/06/2022;30/05/2022;NIC;A0000400075203;2;TRANSFERENCIA;3104;CONSULTORA NUCLEO S.A;Buenos Aires;114305;ANTICIPOS GASTOS COMEX;0;SIN CONCEPTO;-1,00;13.267,41;-13.267,41;
01/06/2022;30/05/2022;NIC;A0006900218938;2;TRANSFERENCIA;2999;TERMINALES RIO DE LA PLATA S.A.;Capital Federal;114305;ANTICIPOS GASTOS COMEX;0;SIN CONCEPTO;-1,00;164.715,38;-164.715,38;
01/06/2022;31/05/2022;NIC;A0004002013914;2;TRANSFERENCIA;3555;LAKAUT S.A;Buenos Aires;114305;ANTICIPOS GASTOS COMEX;0;SIN CONCEPTO;-1,00;3.386,32;-3.386,32;
01/06/2022;01/06/2022;FAC;A0000200000501;10;CHEQUE 15 DIAS;2377;METALURGICA ACCOSSATO de Alberto Miguel Accossato-;Buenos Aires;115201;TRAB.DE 3ROS.CORTE ;0;SIN CONCEPTO;1,00;31.630,00;31.630,00;
01/06/2022;01/06/2022;FAC;A0000200002797;10;CHEQUE 15 DIAS;3273;PEDRO BORDOGNA E HIJOS S R L;Buenos Aires;115201;TRAB.DE 3ROS.CORTE ;0;SIN CONCEPTO;1,00;131.939,22;131.939,22;
01/06/2022;23/05/2022;FAC;A0000200023107;14;CHEQUE 30 DIAS;2004;ANODIZADOS MONTI & CIA S.R.L. -;Buenos Aires;115207;TRAB.DE 3ROS.PINTURA ;0;SIN CONCEPTO;1,00;28.874,64;28.874,64;
01/06/2022;10/05/2022;FAC;A0002100000022;2;TRANSFERENCIA;3852;GLASSEC VIDRIOS DE SEGURANCA LTDA;Exterior;116100;VIDRIO IMPORTADOS;0;SIN CONCEPTO;1,00;4.903.324,18;4.903.324,18;
01/06/2022;24/05/2022;FAC;A0000150693506;2;TRANSFERENCIA;3415;SENASA;Buenos Aires;116100;VIDRIO IMPORTADOS;0;SIN CONCEPTO;1,00;240,00;240,00;
01/06/2022;24/05/2022;FAC;A0000150693507;2;TRANSFERENCIA;3415;SENASA;Buenos Aires;116100;VIDRIO IMPORTADOS;0;SIN CONCEPTO;1,00;1.314,42;1.314,42;
01/06/2022;27/05/2022;FAC;A0002200113969;2;TRANSFERENCIA;2997;ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS;Capital Federal;116100;VIDRIO IMPORTADOS;0;SIN CONCEPTO;1,00;1.194,10;1.194,10;
01/06/2022;30/05/2022;FAC;A0000300546113;2;TRANSFERENCIA;3000;ADMINISTRATIVE PRCESSING CENTER S.A.;Capital Federal;116100;VIDRIO IMPORTADOS;0;SIN CONCEPTO;1,00;295,16;295,16;
01/06/2022;30/05/2022;FAC;A0000400075203;2;TRANSFERENCIA;3104;CONSULTORA NUCLEO S.A;Buenos Aires;116100;VIDRIO IMPORTADOS;0;SIN CONCEPTO;1,00;10.964,80;10.964,80;
01/06/2022;30/05/2022;FAC;A0006900218938;2;TRANSFERENCIA;2999;TERMINALES RIO DE LA PLATA S.A.;Capital Federal;116100;VIDRIO IMPORTADOS;0;SIN CONCEPTO;1,00;131.355,98;131.355,98;
01/06/2022;31/05/2022;FAC;A0004002013914;2;TRANSFERENCIA;3555;LAKAUT S.A;Buenos Aires;116100;VIDRIO IMPORTADOS;0;SIN CONCEPTO;1,00;2.764,34;2.764,34;
01/06/2022;01/06/2022;FAC;A0000700237040;7;CHEQUE 7 DIAS;232;ALCEMAR S A;Buenos Aires;116101;ALUMINIO;0;SIN CONCEPTO;1,00;158.370,24;158.370,24;
01/06/2022;01/06/2022;FAC;A0000700237041;7;CHEQUE 7 DIAS;232;ALCEMAR S A;Buenos Aires;116101;ALUMINIO;0;SIN CONCEPTO;1,00;148.472,10;148.472,10;
01/06/2022;01/06/2022;FAC;A0001000154776;10;CHEQUE 15 DIAS;772;HYDRO EXTRUSION ARGENTINA S A -;Buenos Aires;116101;ALUMINIO;0;SIN CONCEPTO;1,00;63.828,60;63.828,60;
01/06/2022;01/06/2022;FAC;A0001000154777;10;CHEQUE 15 DIAS;772;HYDRO EXTRUSION ARGENTINA S A -;Buenos Aires;116101;ALUMINIO;0;SIN CONCEPTO;1,00;475.232,94;475.232,94;
01/06/2022;01/06/2022;FAC;A0001000154778;10;CHEQUE 15 DIAS;772;HYDRO EXTRUSION ARGENTINA S A -;Buenos Aires;116101;ALUMINIO;0;SIN CONCEPTO;1,00;410.824,08;410.824,08;
01/06/2022;01/06/2022;FAC;A0001000154779;10;CHEQUE 15 DIAS;772;HYDRO EXTRUSION ARGENTINA S A -;Buenos Aires;116101;ALUMINIO;0;SIN CONCEPTO;1,00;97.483,68;97.483,68;
01/06/2022;01/06/2022;FAC;A0000600086800;14;CHEQUE 30 DIAS;1055;ESTEBAN KALLAY Y CIA SA -;Buenos Aires;116103;ACCESORIOS;0;SIN CONCEPTO;1,00;9.064,21;9.064,21;
01/06/2022;27/01/2022;FAC;A0001200002416;1;CONTADO;84;BULONES SALERNO S.R.L. -;Buenos Aires;116105;BULONERIA Y TORNILLERIA;0;SIN CONCEPTO;1,00;1.016,53;1.016,53;
01/06/2022;27/01/2022;FAC;A0001200002417;1;CONTADO;84;BULONES SALERNO S.R.L. -;Buenos Aires;116105;BULONERIA Y TORNILLERIA;0;SIN CONCEPTO;1,00;884,30;884,30;
01/06/2022;14/02/2022;FAC;A0001200002491;1;CONTADO;84;BULONES SALERNO S.R.L. -;Buenos Aires;116105;BULONERIA Y TORNILLERIA;0;SIN CONCEPTO;1,00;1.859,50;1.859,50;
01/06/2022;08/04/2022;FAC;A0001200002673;1;CONTADO;84;BULONES SALERNO S.R.L. -;Buenos Aires;116105;BULONERIA Y TORNILLERIA;0;SIN CONCEPTO;1,00;1.867,77;1.867,77;
01/06/2022;11/04/2022;FAC;A0001200002682;1;CONTADO;84;BULONES SALERNO S.R.L. -;Buenos Aires;116105;BULONERIA Y TORNILLERIA;0;SIN CONCEPTO;1,00;1.652,89;1.652,89;
01/06/2022;20/05/2022;N/C;A0001100002428;14;CHEQUE 30 DIAS;2073;BULONERA ANSALDI SRL -;Buenos Aires;116105;BULONERIA Y TORNILLERIA;0;SIN CONCEPTO;-1,00;1.980,00;-1.980,00;
01/06/2022;01/06/2022;FAC;A0000200165648;14;CHEQUE 30 DIAS;2326;TUBULON S.A. -;Buenos Aires;116105;BULONERIA Y TORNILLERIA;0;SIN CONCEPTO;1,00;19.391,57;19.391,57;
01/06/2022;01/06/2022;FAC;A0001100060203;14;CHEQUE 30 DIAS;2073;BULONERA ANSALDI SRL -;Buenos Aires;116105;BULONERIA Y TORNILLERIA;0;SIN CONCEPTO;1,00;113.400,00;113.400,00;
01/06/2022;01/06/2022;FAC;A0002300212568;14;CHEQUE 30 DIAS;70;FISCHER ARGENTINA S.A. -;Capital Federal;116105;BULONERIA Y TORNILLERIA;0;SIN CONCEPTO;1,00;273.433,49;273.433,49;
01/06/2022;01/06/2022;FAC;A0000400001818;2;TRANSFERENCIA;3905;AL SANT S.A.;Buenos Aires;116116;CHAPAS;0;SIN CONCEPTO;1,00;267.083,38;267.083,38;
01/06/2022;01/06/2022;FAC;A0000400001819;2;TRANSFERENCIA;3905;AL SANT S.A.;Buenos Aires;116116;CHAPAS;0;SIN CONCEPTO;1,00;479.963,25;479.963,25;
01/06/2022;21/02/2022;FAC;C0000200008432;1;CONTADO;3242;RADIO CAR S.R.L;Buenos Aires;0;SIN ARTICULO;245;VIATICOS FABRICA;0,00;1.538,00;1.538,00;
01/06/2022;29/04/2022;FAC;A0000100002228;14;CHEQUE 30 DIAS;4357;SHC SERVICIOS DE TRANSPORTE SRL;Capital Federal;0;SIN ARTICULO;265;FLETES PRODUCCION;0,00;49.000,00;49.000,00;
01/06/2022;29/04/2022;FAC;A0001100000057;1;CONTADO;4432;KECSKEMETI ANDRES;Buenos Aires;0;SIN ARTICULO;238;MAN.MAQUINAS Y HERRAMIEN;0,00;1.033,00;1.033,00;
01/06/2022;05/05/2022;FAC;A0001200002767;1;CONTADO;84;BULONES SALERNO S.R.L. -;Buenos Aires;0;SIN ARTICULO;290;MAQUINAS Y HERRAMIENTAS MENORE;0,00;2.975,21;2.975,21;
01/06/2022;05/05/2022;FAC;A0001400015747;1;CONTADO;2861;LOPEZ ALBERTO ANGEL - SHELL BASAVILBASO;Buenos Aires;0;SIN ARTICULO;285;COMBUSTIBLE OFICINA TECNICA;0,00;275,17;275,17;
01/06/2022;05/05/2022;FAC;A0001400015747;1;CONTADO;2861;LOPEZ ALBERTO ANGEL - SHELL BASAVILBASO;Buenos Aires;0;SIN ARTICULO;285;COMBUSTIBLE OFICINA TECNICA;0,00;1.425,79;1.425,79;
01/06/2022;06/05/2022;N/C;A0114401052399;2;TRANSFERENCIA;46;TELEFONICA DE ARGENTINA S.A. -;Capital Federal;0;SIN ARTICULO;317;TELEFONO ADMINISTRACION;0,00;1.009,67;-1.009,67;
01/06/2022;06/05/2022;N/C;A0114401052400;2;TRANSFERENCIA;46;TELEFONICA DE ARGENTINA S.A. -;Capital Federal;0;SIN ARTICULO;317;TELEFONO ADMINISTRACION;0,00;4,73;-4,73;
01/06/2022;13/05/2022;FAC;A0520100015078;1;CONTADO;3498;PAN AMERICAN ENERGY LLC SUC ARGENTINA;Buenos Aires;0;SIN ARTICULO;285;COMBUSTIBLE OFICINA TECNICA;0,00;244,94;244,94;
01/06/2022;13/05/2022;FAC;A0520100015078;1;CONTADO;3498;PAN AMERICAN ENERGY LLC SUC ARGENTINA;Buenos Aires;0;SIN ARTICULO;285;COMBUSTIBLE OFICINA TECNICA;0,00;1.037,24;1.037,24;
